ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-1,D0628A,29,0.34386,0.35625,0.34994,4
ROUGE-1,D0628A,21,0.31254,0.31606,0.31429,4
ROUGE-1,D0628A,20,0.37468,0.37052,0.37259,4
ROUGE-1,D0628A,19,0.30754,0.30500,0.30626,4
ROUGE-1,D0628A,35,0.36463,0.36446,0.36455,4
ROUGE-1,D0628A,34,0.33522,0.33167,0.33344,4
ROUGE-1,D0628A,33,0.38886,0.38546,0.38715,4
ROUGE-1,D0628A,13,0.39794,0.39500,0.39646,4
ROUGE-1,D0628A,14,0.34978,0.34661,0.34819,4
ROUGE-1,D0628A,11,0.17341,0.32824,0.22693,4
ROUGE-1,D0628A,12,0.36410,0.35913,0.36160,4
ROUGE-1,D0628A,17,0.34708,0.38164,0.36354,4
ROUGE-1,D0628A,18,0.34728,0.35204,0.34964,4
ROUGE-1,D0628A,15,0.37362,0.36806,0.37082,4
ROUGE-1,D0628A,16,0.32952,0.32669,0.32810,4
ROUGE-1,D0628A,10,0.36517,0.35728,0.36118,4
ROUGE-1,D0628A,8,0.36565,0.35870,0.36214,4
ROUGE-1,D0628A,9,0.32080,0.34081,0.33050,4
ROUGE-1,D0628A,31,0.39854,0.40741,0.40293,4
ROUGE-1,D0628A,6,0.39183,0.38900,0.39041,4
ROUGE-1,D0628A,7,0.35078,0.33949,0.34505,4
ROUGE-1,D0628A,32,0.34175,0.34137,0.34156,4
ROUGE-1,D0628A,4,0.33539,0.33267,0.33402,4
ROUGE-1,D0628A,30,0.33820,0.35146,0.34470,4
ROUGE-1,D0628A,5,0.32905,0.32700,0.32802,4
ROUGE-1,D0628A,2,0.38469,0.37747,0.38105,4
ROUGE-1,D0628A,3,0.34856,0.34425,0.34639,4
ROUGE-1,D0628A,1,0.26996,0.30180,0.28500,4
ROUGE-1,D426A,J,0.47219,0.50000,0.48570,9
ROUGE-1,D426A,H,0.49325,0.48002,0.48654,9
ROUGE-1,D426A,F,0.42417,0.40698,0.41540,9
ROUGE-1,D426A,G,0.48896,0.48030,0.48459,9
ROUGE-1,D426A,D,0.49926,0.48765,0.49339,9
ROUGE-1,D426A,E,0.46380,0.48338,0.47339,9
ROUGE-1,D426A,B,0.44804,0.47758,0.46234,9
ROUGE-1,D426A,C,0.49448,0.48862,0.49153,9
ROUGE-1,D426A,20,0.25189,0.31901,0.28151,9
ROUGE-1,D426A,21,0.26225,0.25617,0.25918,9
ROUGE-1,D426A,A,0.48022,0.47189,0.47602,9
ROUGE-1,D426A,23,0.07749,0.22353,0.11509,9
ROUGE-1,D426A,22,0.05998,0.32840,0.10143,9
ROUGE-1,D426A,25,0.27584,0.26212,0.26881,9
ROUGE-1,D426A,24,0.27830,0.26589,0.27195,9
ROUGE-1,D426A,27,0.26613,0.25867,0.26235,9
ROUGE-1,D426A,26,0.22820,0.24138,0.23461,9
ROUGE-1,D426A,29,0.19618,0.19029,0.19319,9
ROUGE-1,D426A,28,0.24190,0.23355,0.23765,9
ROUGE-1,D426A,10,0.25490,0.25269,0.25379,9
ROUGE-1,D426A,31,0.30190,0.34846,0.32351,9
ROUGE-1,D426A,32,0.27721,0.26400,0.27044,9
ROUGE-1,D426A,30,0.30525,0.29880,0.30199,9
ROUGE-1,D426A,18,0.22976,0.25262,0.24064,9
ROUGE-1,D426A,9,0.24909,0.23773,0.24327,9
ROUGE-1,D426A,17,0.28567,0.27603,0.28076,9
ROUGE-1,D426A,8,0.31027,0.29658,0.30327,9
ROUGE-1,D426A,16,0.26804,0.26461,0.26631,9
ROUGE-1,D426A,15,0.29471,0.28933,0.29200,9
ROUGE-1,D426A,14,0.31794,0.29588,0.30651,9
ROUGE-1,D426A,13,0.24192,0.25188,0.24680,9
ROUGE-1,D426A,12,0.23566,0.22222,0.22874,9
ROUGE-1,D426A,11,0.29838,0.27778,0.28771,9
ROUGE-1,D426A,1,0.14696,0.36848,0.21012,9
ROUGE-1,D426A,3,0.26973,0.27140,0.27056,9
ROUGE-1,D426A,2,0.23040,0.23462,0.23249,9
ROUGE-1,D426A,5,0.33387,0.33065,0.33225,9
ROUGE-1,D426A,4,0.29696,0.28627,0.29152,9
ROUGE-1,D426A,7,0.26558,0.25882,0.26215,9
ROUGE-1,D426A,6,0.28410,0.27472,0.27933,9
ROUGE-1,D426A,19,0.33848,0.32593,0.33208,9
ROUGE-1,D0607G,21,0.26051,0.33590,0.29344,4
ROUGE-1,D0607G,J,0.54748,0.54563,0.54656,4
ROUGE-1,D0607G,22,0.28330,0.27832,0.28079,4
ROUGE-1,D0607G,G,0.53867,0.53656,0.53761,4
ROUGE-1,D0607G,20,0.30430,0.30478,0.30454,4
ROUGE-1,D0607G,E,0.53658,0.54694,0.54171,4
ROUGE-1,D0607G,25,0.27363,0.27722,0.27541,4
ROUGE-1,D0607G,26,0.31153,0.35731,0.33285,4
ROUGE-1,D0607G,23,0.34932,0.34144,0.34533,4
ROUGE-1,D0607G,24,0.30938,0.30371,0.30652,4
ROUGE-1,D0607G,B,0.53968,0.53755,0.53861,4
ROUGE-1,D0607G,33,0.32230,0.31890,0.32059,4
ROUGE-1,D0607G,32,0.29148,0.28391,0.28765,4
ROUGE-1,D0607G,31,0.32744,0.33165,0.32953,4
ROUGE-1,D0607G,30,0.27577,0.29849,0.28668,4
ROUGE-1,D0607G,35,0.32336,0.33854,0.33078,4
ROUGE-1,D0607G,34,0.27345,0.26751,0.27045,4
ROUGE-1,D0607G,29,0.30751,0.34641,0.32581,4
ROUGE-1,D0607G,28,0.34018,0.33794,0.33906,4
ROUGE-1,D0607G,27,0.32334,0.32895,0.32612,4
ROUGE-1,D0607G,10,0.35220,0.34843,0.35030,4
ROUGE-1,D0607G,11,0.16502,0.24128,0.19599,4
ROUGE-1,D0607G,12,0.31430,0.31474,0.31452,4
ROUGE-1,D0607G,13,0.28350,0.31114,0.29668,4
ROUGE-1,D0607G,14,0.30428,0.29537,0.29975,4
ROUGE-1,D0607G,15,0.36921,0.36373,0.36645,4
ROUGE-1,D0607G,4,0.29741,0.29781,0.29761,4
ROUGE-1,D0607G,3,0.28344,0.28500,0.28422,4
ROUGE-1,D0607G,6,0.30225,0.30040,0.30132,4
ROUGE-1,D0607G,5,0.30724,0.30176,0.30447,4
ROUGE-1,D0607G,8,0.34026,0.33529,0.33776,4
ROUGE-1,D0607G,7,0.26853,0.26265,0.26555,4
ROUGE-1,D0607G,9,0.29046,0.31602,0.30270,4
ROUGE-1,D0607G,17,0.25082,0.32474,0.28303,4
ROUGE-1,D0607G,16,0.33924,0.33171,0.33543,4
ROUGE-1,D0607G,19,0.30840,0.30039,0.30434,4
ROUGE-1,D0607G,18,0.28957,0.30957,0.29924,4
ROUGE-1,D0607G,2,0.32425,0.32213,0.32319,4
ROUGE-1,D0607G,1,0.22286,0.22490,0.22387,4
ROUGE-1,D407B,5,0.29414,0.32883,0.31052,9
ROUGE-1,D407B,4,0.35423,0.34783,0.35100,9
ROUGE-1,D407B,3,0.26863,0.26818,0.26840,9
ROUGE-1,D407B,2,0.26118,0.25956,0.26037,9
ROUGE-1,D407B,9,0.29193,0.28521,0.28853,9
ROUGE-1,D407B,8,0.30924,0.30667,0.30795,9
ROUGE-1,D407B,7,0.31363,0.31031,0.31196,9
ROUGE-1,D407B,6,0.32613,0.32187,0.32398,9
ROUGE-1,D407B,29,0.27655,0.27958,0.27806,9
ROUGE-1,D407B,28,0.27529,0.28354,0.27936,9
ROUGE-1,D407B,23,0.07643,0.30159,0.12195,9
ROUGE-1,D407B,22,0.28140,0.27844,0.27991,9
ROUGE-1,D407B,21,0.30382,0.29938,0.30159,9
ROUGE-1,D407B,20,0.23677,0.30455,0.26642,9
ROUGE-1,D407B,27,0.30336,0.29199,0.29757,9
ROUGE-1,D407B,26,0.33761,0.35802,0.34752,9
ROUGE-1,D407B,25,0.27273,0.26373,0.26815,9
ROUGE-1,D407B,24,0.30081,0.29748,0.29913,9
ROUGE-1,D407B,A,0.44738,0.44356,0.44546,9
ROUGE-1,D407B,30,0.27187,0.26083,0.26624,9
ROUGE-1,D407B,18,0.27591,0.34052,0.30483,9
ROUGE-1,D407B,J,0.42263,0.42000,0.42131,9
ROUGE-1,D407B,17,0.28565,0.27626,0.28088,9
ROUGE-1,D407B,19,0.32070,0.30684,0.31362,9
ROUGE-1,D407B,1,0.27115,0.26889,0.27002,9
ROUGE-1,D407B,31,0.29344,0.30497,0.29909,9
ROUGE-1,D407B,32,0.26507,0.28158,0.27308,9
ROUGE-1,D407B,B,0.45905,0.47222,0.46554,9
ROUGE-1,D407B,10,0.31866,0.31068,0.31462,9
ROUGE-1,D407B,C,0.44858,0.44400,0.44628,9
ROUGE-1,D407B,D,0.45600,0.45244,0.45421,9
ROUGE-1,D407B,12,0.32327,0.31017,0.31658,9
ROUGE-1,D407B,11,0.26029,0.24495,0.25239,9
ROUGE-1,D407B,E,0.43713,0.48828,0.46129,9
ROUGE-1,D407B,F,0.40187,0.38932,0.39550,9
ROUGE-1,D407B,14,0.30510,0.34602,0.32427,9
ROUGE-1,D407B,G,0.46457,0.45359,0.45902,9
ROUGE-1,D407B,13,0.29138,0.30219,0.29668,9
ROUGE-1,D407B,16,0.30389,0.31435,0.30903,9
ROUGE-1,D407B,I,0.45271,0.44270,0.44765,9
ROUGE-1,D407B,15,0.34175,0.33776,0.33974,9
ROUGE-1,D393F,20,0.23553,0.30743,0.26672,9
ROUGE-1,D393F,21,0.31529,0.31277,0.31403,9
ROUGE-1,D393F,16,0.26045,0.26757,0.26396,9
ROUGE-1,D393F,15,0.34456,0.34711,0.34583,9
ROUGE-1,D393F,18,0.25590,0.29293,0.27317,9
ROUGE-1,D393F,17,0.25494,0.25485,0.25489,9
ROUGE-1,D393F,12,0.30601,0.29658,0.30122,9
ROUGE-1,D393F,11,0.34507,0.33548,0.34020,9
ROUGE-1,D393F,14,0.18778,0.30937,0.23370,9
ROUGE-1,D393F,13,0.27317,0.30299,0.28731,9
ROUGE-1,D393F,19,0.32363,0.32235,0.32299,9
ROUGE-1,D393F,5,0.27560,0.30277,0.28854,9
ROUGE-1,D393F,4,0.30214,0.29847,0.30030,9
ROUGE-1,D393F,7,0.30456,0.30423,0.30440,9
ROUGE-1,D393F,6,0.27101,0.26649,0.26873,9
ROUGE-1,D393F,1,0.06927,0.37923,0.11714,9
ROUGE-1,D393F,3,0.25533,0.26475,0.25995,9
ROUGE-1,D393F,2,0.22482,0.25875,0.24060,9
ROUGE-1,D393F,10,0.31739,0.31496,0.31617,9
ROUGE-1,D393F,31,0.26211,0.28205,0.27171,9
ROUGE-1,D393F,9,0.25399,0.25197,0.25297,9
ROUGE-1,D393F,8,0.29248,0.29233,0.29240,9
ROUGE-1,D393F,32,0.25675,0.26181,0.25926,9
ROUGE-1,D393F,30,0.23031,0.22835,0.22933,9
ROUGE-1,D393F,25,0.30129,0.29644,0.29884,9
ROUGE-1,D393F,24,0.26947,0.30308,0.28528,9
ROUGE-1,D393F,A,0.40390,0.40593,0.40492,9
ROUGE-1,D393F,23,0.11813,0.35877,0.17774,9
ROUGE-1,D393F,B,0.47842,0.47550,0.47696,9
ROUGE-1,D393F,C,0.48011,0.47396,0.47702,9
ROUGE-1,D393F,22,0.21224,0.32990,0.25830,9
ROUGE-1,D393F,D,0.41297,0.42015,0.41653,9
ROUGE-1,D393F,29,0.29589,0.31065,0.30309,9
ROUGE-1,D393F,28,0.31880,0.32656,0.32263,9
ROUGE-1,D393F,F,0.44707,0.44401,0.44553,9
ROUGE-1,D393F,27,0.27038,0.27244,0.27141,9
ROUGE-1,D393F,26,0.22110,0.25075,0.23499,9
ROUGE-1,D393F,G,0.40917,0.40408,0.40661,9
ROUGE-1,D393F,H,0.41574,0.43651,0.42587,9
ROUGE-1,D393F,I,0.39797,0.39973,0.39885,9
ROUGE-1,D393F,J,0.39647,0.39727,0.39687,9
ROUGE-1,D324E,32,0.34847,0.38591,0.36624,9
ROUGE-1,D324E,30,0.38189,0.36693,0.37426,9
ROUGE-1,D324E,31,0.31309,0.32094,0.31697,9
ROUGE-1,D324E,E,0.48082,0.52629,0.50253,9
ROUGE-1,D324E,F,0.51089,0.50285,0.50684,9
ROUGE-1,D324E,G,0.48962,0.48413,0.48686,9
ROUGE-1,D324E,H,0.48581,0.46346,0.47437,9
ROUGE-1,D324E,A,0.51611,0.50970,0.51288,9
ROUGE-1,D324E,C,0.51308,0.50775,0.51040,9
ROUGE-1,D324E,D,0.48071,0.51353,0.49658,9
ROUGE-1,D324E,8,0.37445,0.36514,0.36974,9
ROUGE-1,D324E,23,0.28376,0.43754,0.34426,9
ROUGE-1,D324E,7,0.40115,0.39664,0.39888,9
ROUGE-1,D324E,24,0.35427,0.36168,0.35794,9
ROUGE-1,D324E,21,0.37404,0.38069,0.37734,9
ROUGE-1,D324E,I,0.47515,0.47046,0.47279,9
ROUGE-1,D324E,6,0.38555,0.37919,0.38234,9
ROUGE-1,D324E,J,0.50681,0.49890,0.50283,9
ROUGE-1,D324E,5,0.35835,0.38197,0.36978,9
ROUGE-1,D324E,22,0.38995,0.38145,0.38565,9
ROUGE-1,D324E,4,0.41484,0.40305,0.40886,9
ROUGE-1,D324E,27,0.35633,0.35097,0.35363,9
ROUGE-1,D324E,28,0.36109,0.35302,0.35701,9
ROUGE-1,D324E,3,0.36962,0.36133,0.36543,9
ROUGE-1,D324E,2,0.37503,0.38476,0.37983,9
ROUGE-1,D324E,25,0.38112,0.37081,0.37589,9
ROUGE-1,D324E,1,0.25043,0.31000,0.27705,9
ROUGE-1,D324E,26,0.41222,0.44687,0.42885,9
ROUGE-1,D324E,18,0.41760,0.41467,0.41613,9
ROUGE-1,D324E,19,0.42191,0.41534,0.41860,9
ROUGE-1,D324E,20,0.30244,0.45664,0.36388,9
ROUGE-1,D324E,13,0.37455,0.40969,0.39133,9
ROUGE-1,D324E,12,0.39078,0.38083,0.38574,9
ROUGE-1,D324E,11,0.43399,0.40629,0.41968,9
ROUGE-1,D324E,10,0.44994,0.43450,0.44209,9
ROUGE-1,D324E,17,0.40305,0.39482,0.39889,9
ROUGE-1,D324E,16,0.35269,0.34158,0.34705,9
ROUGE-1,D324E,15,0.39024,0.38711,0.38867,9
ROUGE-1,D324E,14,0.38019,0.37390,0.37702,9
ROUGE-1,D324E,29,0.34564,0.34449,0.34506,9
ROUGE-1,D324E,9,0.39339,0.38046,0.38682,9
ROUGE-1,D0623E,B,0.55089,0.53027,0.54039,4
ROUGE-1,D0623E,22,0.35590,0.35264,0.35426,4
ROUGE-1,D0623E,E,0.55364,0.55453,0.55408,4
ROUGE-1,D0623E,21,0.35706,0.35553,0.35629,4
ROUGE-1,D0623E,20,0.35975,0.34449,0.35196,4
ROUGE-1,D0623E,D,0.55693,0.54819,0.55253,4
ROUGE-1,D0623E,26,0.29647,0.31332,0.30466,4
ROUGE-1,D0623E,25,0.39445,0.38554,0.38995,4
ROUGE-1,D0623E,24,0.38225,0.37000,0.37603,4
ROUGE-1,D0623E,23,0.36426,0.34941,0.35668,4
ROUGE-1,D0623E,29,0.30962,0.31224,0.31092,4
ROUGE-1,D0623E,28,0.35572,0.34739,0.35151,4
ROUGE-1,D0623E,27,0.34887,0.34173,0.34526,4
ROUGE-1,D0623E,34,0.29903,0.28320,0.29090,4
ROUGE-1,D0623E,35,0.26780,0.31280,0.28856,4
ROUGE-1,D0623E,11,0.15218,0.23408,0.18445,4
ROUGE-1,D0623E,10,0.37480,0.36255,0.36857,4
ROUGE-1,D0623E,13,0.35755,0.38216,0.36944,4
ROUGE-1,D0623E,30,0.25931,0.26596,0.26259,4
ROUGE-1,D0623E,12,0.38699,0.37802,0.38245,4
ROUGE-1,D0623E,31,0.38792,0.37903,0.38343,4
ROUGE-1,D0623E,32,0.35469,0.33957,0.34696,4
ROUGE-1,D0623E,15,0.41129,0.39216,0.40150,4
ROUGE-1,D0623E,14,0.33352,0.32530,0.32936,4
ROUGE-1,D0623E,33,0.37382,0.35827,0.36588,4
ROUGE-1,D0623E,7,0.31432,0.29119,0.30231,4
ROUGE-1,D0623E,17,0.31671,0.37379,0.34289,4
ROUGE-1,D0623E,16,0.35341,0.34300,0.34813,4
ROUGE-1,D0623E,8,0.40144,0.38636,0.39376,4
ROUGE-1,D0623E,19,0.36142,0.34585,0.35346,4
ROUGE-1,D0623E,9,0.35051,0.34939,0.34994,4
ROUGE-1,D0623E,18,0.34871,0.33366,0.34102,4
ROUGE-1,D0623E,4,0.33327,0.32044,0.32673,4
ROUGE-1,D0623E,3,0.36487,0.37342,0.36910,4
ROUGE-1,D0623E,6,0.39531,0.38500,0.39009,4
ROUGE-1,D0623E,5,0.33545,0.31863,0.32682,4
ROUGE-1,D0623E,2,0.35954,0.34585,0.35256,4
ROUGE-1,D0623E,1,0.29560,0.28162,0.28844,4
ROUGE-1,D0623E,H,0.49763,0.53555,0.51589,4
ROUGE-1,D0606F,20,0.31718,0.31078,0.31395,4
ROUGE-1,D0606F,22,0.28443,0.29218,0.28826,4
ROUGE-1,D0606F,21,0.28314,0.28075,0.28194,4
ROUGE-1,D0606F,24,0.28938,0.29016,0.28977,4
ROUGE-1,D0606F,23,0.32738,0.32570,0.32654,4
ROUGE-1,D0606F,26,0.28913,0.32399,0.30557,4
ROUGE-1,D0606F,B,0.51263,0.50787,0.51024,4
ROUGE-1,D0606F,25,0.29749,0.30061,0.29904,4
ROUGE-1,D0606F,E,0.48479,0.49383,0.48927,4
ROUGE-1,D0606F,F,0.46281,0.45850,0.46064,4
ROUGE-1,D0606F,J,0.49763,0.49800,0.49781,4
ROUGE-1,D0606F,27,0.29724,0.30556,0.30134,4
ROUGE-1,D0606F,28,0.31391,0.31175,0.31283,4
ROUGE-1,D0606F,29,0.28523,0.29937,0.29213,4
ROUGE-1,D0606F,33,0.30511,0.30258,0.30384,4
ROUGE-1,D0606F,32,0.27140,0.26362,0.26745,4
ROUGE-1,D0606F,31,0.31705,0.31700,0.31702,4
ROUGE-1,D0606F,11,0.24602,0.28873,0.26567,4
ROUGE-1,D0606F,30,0.24632,0.26170,0.25378,4
ROUGE-1,D0606F,10,0.31823,0.31548,0.31685,4
ROUGE-1,D0606F,13,0.29105,0.30439,0.29757,4
ROUGE-1,D0606F,12,0.30201,0.30200,0.30200,4
ROUGE-1,D0606F,15,0.29098,0.28529,0.28811,4
ROUGE-1,D0606F,35,0.26516,0.28433,0.27442,4
ROUGE-1,D0606F,14,0.28739,0.28360,0.28548,4
ROUGE-1,D0606F,34,0.29177,0.28295,0.28729,4
ROUGE-1,D0606F,2,0.29152,0.29694,0.29420,4
ROUGE-1,D0606F,1,0.27803,0.28024,0.27913,4
ROUGE-1,D0606F,16,0.29123,0.28642,0.28880,4
ROUGE-1,D0606F,6,0.27728,0.28265,0.27994,4
ROUGE-1,D0606F,5,0.28925,0.28445,0.28683,4
ROUGE-1,D0606F,17,0.25038,0.27412,0.26172,4
ROUGE-1,D0606F,4,0.31182,0.31100,0.31141,4
ROUGE-1,D0606F,18,0.26913,0.26793,0.26853,4
ROUGE-1,D0606F,19,0.29619,0.28906,0.29258,4
ROUGE-1,D0606F,3,0.30974,0.31402,0.31187,4
ROUGE-1,D0606F,9,0.30671,0.31352,0.31008,4
ROUGE-1,D0606F,8,0.28004,0.27668,0.27835,4
ROUGE-1,D0606F,7,0.23315,0.23207,0.23261,4
